Name	Classification	Specific_Tissue	Sex_Expression	Diff_Sex	log2_FC	Involved_in_Maturation	Involved_in_Growth
Transcript_88612.0	Others				1.0880303837913792	False	False
Transcript_81792.0	Others					False	False
Transcript_88546.0	Others					False	False
Transcript_81793.0	Tissue Specific	Brain				False	False
Transcript_16586.0	Others				0.7191241645283688	False	False
Transcript_81799.0	Others					False	False
Transcript_67428.0	Others			Male	inf	False	False
Transcript_818.0	Others			Male	2.7642349071024097	False	False
Transcript_163864.0	Others					False	False
Transcript_81803.0	Others					False	False
Transcript_81805.0	Others					False	True
Transcript_81809.0	Tissue Specific	Gonad	Female			False	True
Transcript_81820.0	Tissue Specific	Brain				False	False
Transcript_97776.0	Tissue Specific	Skin	Female			False	False
Transcript_81837.0	Others				0.04461445782630804	False	False
Transcript_81840.0	Others					False	False
Transcript_175703.0	Others					False	False
Transcript_81848.0	Others				0.15926621417478834	False	False
Transcript_81855.0	Others				0.5033651785605993	False	False
Transcript_35364.0	Others					False	False
Transcript_81856.0	Others			Male	3.344503281393456	False	False
Transcript_81127.0	Others					False	False
Transcript_81864.0	Others				0.5600996359696095	False	False
Transcript_250363.0	Others					False	False
Transcript_61577.0	Tissue Specific	Muscle				False	False
Transcript_81865.0	Tissue Specific	Gonad				False	False
Transcript_111688.0	Others				1.2981413017492376	False	False
Transcript_44913.0	Others					False	False
Transcript_35498.0	Tissue Specific	Skin	Male			False	False
Transcript_81890.0	Tissue Specific	Brain				False	False
Transcript_81894.0	Others				0.8226679776421865	False	False
Transcript_53048.0	Others					False	True
Transcript_81913.0	Tissue Specific	Lung				False	False
Transcript_248273.0	Others				0.3913990885552026	False	False
Transcript_81917.0	Tissue Specific	Gonad	Female			False	False
Transcript_229530.0	Others				0.013944379546938755	False	False
Transcript_81920.0	Others					False	False
Transcript_81923.0	Tissue Specific	Gonad	Male			False	False
Transcript_150699.0	Tissue Specific	Liver	Male		0.939152173505707	False	False
Transcript_191905.0	Tissue Specific	Skin	Male			False	False
Transcript_81931.0	Others					False	False
Transcript_90511.0	Tissue Specific	Gonad	Female			False	False
Transcript_152139.0	Tissue Specific	Brain				False	False
Transcript_81948.0	Tissue Specific	Gonad	Male			False	False
Transcript_81950.0	Tissue Specific	Brain				False	False
Transcript_81959.0	Others					False	False
Transcript_81964.0	Tissue Specific	Gonad	Female			False	False
Transcript_81967.0	Others					False	True
Transcript_81973.0	Others					False	False
Transcript_81987.0	Tissue Specific	Brain	Male			False	False
Transcript_228364.0	Tissue Specific	Skin	Female	Female	2.644185745951458	False	False
Transcript_82004.0	Others					False	False
Transcript_82010.0	Tissue Specific	Brain				False	False
Transcript_223964.0	Others				0.6226621741168116	False	False
Transcript_82024.0	Others					False	False
Transcript_82036.0	Others			Male	2.705949859475776	False	False
Transcript_9048.0	Tissue Specific	Gonad	Female			False	False
Transcript_82043.0	Others					False	False
Transcript_82047.0	Tissue Specific	Brain	Male			False	False
Transcript_82048.0	Others					False	False
Transcript_226897.0	Others					False	False
Transcript_82050.0	Others					False	True
Transcript_21966.0	Others				2.47930370680407	False	False
Transcript_82056.0	Tissue Specific	Lung	Male			False	False
Transcript_82064.0	Tissue Specific	Gonad	Male			False	False
Transcript_82069.0	Others				0.18107071562213112	False	False
Transcript_91480.0	Tissue Specific	Gonad	Female			False	True
Transcript_82072.0	Others				1.1970646839235641	False	False
Transcript_82078.0	Others					False	False
Transcript_152906.0	Tissue Specific	Brain	Male			False	False
Transcript_82086.0	Others					False	False
Transcript_82087.0	Not Expressed					False	False
Transcript_82088.0	Others					False	True
Transcript_82091.0	Others					False	False
Transcript_95560.0	Others				0.8389808783947073	False	False
Transcript_82098.0	Others				0.5347591652228465	False	False
Transcript_82104.0	Others					False	False
Transcript_82105.0	Others					False	False
Transcript_83964.0	Tissue Specific	Brain				False	False
Transcript_82106.0	Others					False	False
Transcript_82113.0	Others					False	False
Transcript_82126.0	Others				0.024710223192321173	False	False
Transcript_82129.0	Others				1.3708546980350038	False	False
Transcript_82133.0	Tissue Specific	Gonad	Male			False	False
Transcript_82134.0	Tissue Specific	Brain				False	False
Transcript_14572.0	Others				0.5923017646209671	False	False
Transcript_237733.0	Tissue Specific	Brain				False	False
Transcript_82135.0	Others					False	False
Transcript_82136.0	Others			Male	3.1811782518056857	False	False
Transcript_64139.0	Others					False	False
Transcript_82142.0	Others					False	False
Transcript_82147.0	Others				0.7459553417982269	False	False
Transcript_62278.0	Others					False	False
Transcript_82150.0	Tissue Specific	Brain				False	False
Transcript_82156.0	Others					False	True
Transcript_248776.0	Others					False	False
Transcript_97172.0	Others					False	False
Transcript_82170.0	Others					False	False
Transcript_82183.0	Others					False	False
Transcript_22437.0	Others				1.3992248746781135	False	False
Transcript_82201.0	Tissue Specific	Skin	Male			False	False
Transcript_63021.0	Tissue Specific	Liver	Female			False	False
Transcript_82205.0	Tissue Specific	Kidney				False	False
Transcript_82206.0	Tissue Specific	Brain	Female			False	True
Transcript_90496.0	Others					False	False
Transcript_82214.0	Tissue Specific	Brain				False	False
Transcript_82217.0	Others					False	False
Transcript_33805.0	Others				0.04297282602022698	False	False
Transcript_82223.0	Others					False	False
Transcript_82225.0	Tissue Specific	Gonad	Female			False	True
Transcript_32074.0	Others					False	False
Transcript_82227.0	Tissue Specific	Brain				False	False
Transcript_82236.0	Others					False	False
Transcript_82239.0	Tissue Specific	Skin	Male			False	False
Transcript_31829.0	Others				1.4934884225813585	False	False
Transcript_82243.0	Others					False	True
Transcript_98644.0	Others				0.49820317869385666	False	False
Transcript_64049.0	Others				0.6280852944884362	False	False
Transcript_82247.0	Others					False	False
Transcript_102411.0	Others					False	False
Transcript_82248.0	Others					False	False
Transcript_82267.0	Others					False	False
Transcript_82289.0	Others					False	False
Transcript_82297.0	Tissue Specific	Gonad	Female			False	True
Transcript_82298.0	Tissue Specific	Skin	Male		1.5746423883401104	False	False
Transcript_82299.0	Others				1.5536753006796367	False	False
Transcript_82307.0	Others					False	False
Transcript_46748.0	Others					False	False
Transcript_82310.0	Others					False	True
Transcript_82318.0	Tissue Specific	Gonad	Female			False	True
Transcript_142335.0	Others				0.4933798527826701	False	False
Transcript_82319.0	Tissue Specific	Brain	Male			False	False
Transcript_8232.0	Tissue Specific	Kidney	Male		0.8438412048009475	False	False
Transcript_82320.0	Tissue Specific	Gonad	Female			False	False
Transcript_82322.0	Others					False	True
Transcript_241479.0	Others				0.10260770547947536	False	False
Transcript_82325.0	Others				0.4660419428002399	False	False
Transcript_82327.0	Others					False	False
Transcript_82332.0	Others					False	False
Transcript_42357.0	Tissue Specific	Brain	Male			False	False
Transcript_82340.0	Others				0.6643670212437962	False	False
Transcript_82347.0	Tissue Specific	Lung				False	False
Transcript_92840.0	Tissue Specific	Brain	Female			False	False
Transcript_82348.0	Others				1.826488510671795	False	False
Transcript_257641.0	Others				1.329378124600116	False	False
Transcript_82356.0	Others					False	False
Transcript_82357.0	Others				1.1307498150478954	False	False
Transcript_82361.0	Others					False	False
Transcript_88787.0	Others					False	False
Transcript_82362.0	Tissue Specific	Skin	Male			False	False
Transcript_25860.0	Others					False	False
Transcript_82383.0	Others				0.037490806949420356	False	False
Transcript_64867.0	Others					False	False
Transcript_82396.0	Others				0.40969356146120967	False	False
Transcript_269124.0	Tissue Specific	Gonad	Female			False	True
Transcript_82407.0	Tissue Specific	Gonad	Female			False	True
Transcript_82415.0	Others					False	False
Transcript_82417.0	Tissue Specific	Skin	Female			False	False
Transcript_82423.0	Others					False	False
Transcript_82430.0	Others				1.2392896508884046	False	False
Transcript_82438.0	Others					False	True
Transcript_82443.0	Others					False	False
Transcript_82448.0	Others					False	False
Transcript_82449.0	Tissue Specific	Brain	Male			False	False
Transcript_82456.0	Others					False	True
Transcript_97530.0	Others					False	False
Transcript_232261.0	Others				0.5087511417598967	False	False
Transcript_82457.0	Others					False	False
Transcript_82459.0	Others					False	False
Transcript_82476.0	Tissue Specific	Gonad	Female			False	True
Transcript_82481.0	Others					False	False
Transcript_82503.0	Tissue Specific	Skin	Male			False	False
Transcript_50335.0	Others				0.8017406462613332	False	False
Transcript_82514.0	Others					False	False
Transcript_82521.0	Others					False	False
Transcript_82523.0	Others					False	False
Transcript_82530.0	Others				0.07092395010989738	False	False
Transcript_82534.0	Tissue Specific	Lung	Male			False	False
Transcript_82535.0	Others					False	False
Transcript_82540.0	Tissue Specific	Brain				False	False
Transcript_82549.0	Others					False	False
Transcript_82557.0	Tissue Specific	Liver	Male	Male	5.960041022719415	False	False
Transcript_82559.0	Tissue Specific	Brain	Female			False	False
Transcript_91846.0	Others					False	False
Transcript_82576.0	Others					False	False
Transcript_82580.0	Tissue Specific	Brain	Male			False	False
Transcript_219251.0	Expressed in All				0.9501624230910688	False	False
Transcript_82587.0	Others				1.4320229618929479	False	False
Transcript_84132.0	Others					False	False
Transcript_206388.0	Others					False	False
Transcript_28130.0	Others					False	True
Transcript_82592.0	Tissue Specific	Skin	Female			False	False
Transcript_66133.0	Others					False	True
Transcript_82597.0	Tissue Specific	Brain	Male			False	False
Transcript_142591.0	Others				1.9695276168560478	False	False
Transcript_82598.0	Others					False	False
Transcript_82605.0	Others					False	False
Transcript_82614.0	Others				0.7325428042692944	False	False
Transcript_131393.0	Others				0.8182909065127068	False	False
Transcript_82623.0	Others					False	False
Transcript_82638.0	Tissue Specific	Brain				False	False
Transcript_82641.0	Others					False	False
Transcript_82642.0	Others				1.3625469893745272	False	False
Transcript_253151.0	Tissue Specific	Brain	Male			False	False
Transcript_82648.0	Others					False	False
Transcript_82664.0	Tissue Specific	Brain	Female			False	True
Transcript_82669.0	Tissue Specific	Gonad	Female			False	True
Transcript_82675.0	Others				0.5593013950784674	False	False
Transcript_17312.0	Others				0.23818947666035367	False	False
Transcript_209512.0	Others				0.5096656798615835	False	False
Transcript_44563.0	Others				0.11829535720292726	False	False
Transcript_82683.0	Others					False	False
Transcript_103334.0	Others				0.17571900070713145	False	False
Transcript_82693.0	Others				1.125679901202775	False	False
Transcript_82700.0	Tissue Specific	Skin	Male	Male	inf	False	False
Transcript_112394.0	Others					False	False
Transcript_82723.0	Others					False	False
Transcript_82634.0	Others				0.2088828214680655	False	False
Transcript_97294.0	Others				1.7117613301264165	False	False
Transcript_82727.0	Others					False	False
Transcript_82739.0	Tissue Specific	Gonad	Female			False	True
Transcript_79298.0	Others					False	False
Transcript_82746.0	Others					False	False
Transcript_273580.0	Others				0.7642498731721132	False	False
Transcript_82759.0	Others				0.7320163293692931	False	False
Transcript_74788.0	Tissue Specific	Gonad	Female			False	True
Transcript_47664.0	Others					False	False
Transcript_82760.0	Others					False	False
Transcript_82764.0	Tissue Specific	Brain	Male			False	False
Transcript_82769.0	Tissue Specific	Skin	Male	Male	inf	False	False
Transcript_255390.0	Others				1.2841032471887985	False	False
Transcript_82780.0	Others					False	False
Transcript_247219.0	Tissue Specific	Liver	Male		2.488331057811347	False	False
Transcript_82796.0	Others					False	False
Transcript_82801.0	Others				0.09635682505071748	False	False
Transcript_272105.0	Others					False	False
Transcript_82805.0	Tissue Specific	Gonad	Female			False	True
Transcript_45041.0	Others					False	False
Transcript_186899.0	Others				0.35465816357668906	False	False
Transcript_82806.0	Others					False	False
Transcript_82809.0	Tissue Specific	Gonad	Female			False	True
Transcript_79444.0	Tissue Specific	Gonad	Female			False	True
Transcript_82824.0	Others					False	True
Transcript_82825.0	Others					False	False
Transcript_81539.0	Others					False	False
Transcript_52961.0	Tissue Specific	Gonad	Female			False	True
Transcript_82840.0	Others					False	False
Transcript_150269.0	Tissue Specific	Skin	Male			False	False
Transcript_82843.0	Others					False	True
Transcript_82865.0	Others				2.3842148909652363	False	False
Transcript_82886.0	Others					False	False
Transcript_87305.0	Tissue Specific	Brain	Male			False	False
Transcript_82890.0	Tissue Specific	Brain				False	False
Transcript_207102.0	Others				0.19624575526404206	False	False
Transcript_72827.0	Others				0.4965780143855677	False	False
Transcript_82891.0	Tissue Specific	Lung	Male			False	False
Transcript_82902.0	Others					False	False
