"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"Transcript_72936.0"	0.383627198403115	0.0961722707393076	0.671082126066921	6.97791703271737	2.80279644402143	0.0380599186224548	0.554443026792109
"Transcript_72947.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_72958.0"	1.625339599383	3.250679198766	0	0	-Inf	0.0277364344329174	0.44361641120028
"Transcript_72996.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_73052.0"	0.331397548023709	0.563226773961079	0.0995683220863389	0.176781940578023	-2.49995719328747	0.0022516571404058	0.162501984904016
"Transcript_73058.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_73086.0"	0.288168358941622	0.416746506537	0.159590211346245	0.382943129319492	-1.38479794070272	0.0458158639310247	0.578444056540221
"Transcript_73116.0"	0.418919621940277	0	0.837839243880554	Inf	Inf	0.00332565352521877	0.215320019122768
"Transcript_73134.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_73138.0"	0.3190412148885	0.538514107690661	0.0995683220863389	0.184894547170404	-2.43522541685276	0.00626705501534423	0.287665133161874
"Transcript_73189.0"	0.332165425668945	0.664330851337891	0	0	-Inf	0.000347824688450464	0.0839944923898915
"Transcript_73201.0"	0.290140742839683	0	0.580281485679366	Inf	Inf	0.000401325173480491	0.0839944923898915
"Transcript_73204.0"	0.231186469649753	0.462372939299506	0	0	-Inf	0.000645517831626941	0.100876363497368
"Transcript_73242.0"	0.446344227509621	0.892688455019243	0	0	-Inf	0.00423196565165599	0.220445912105195
"Transcript_73260.0"	0.159590211346245	0	0.31918042269249	Inf	Inf	0.0192394870097197	0.411952104390899
"Transcript_73280.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_73301.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_73305.0"	0.109860200568059	0.219720401136119	0	0	-Inf	0.0489489105385391	0.578444056540221
"Transcript_73316.0"	0.488465858036737	0	0.976931716073473	Inf	Inf	0.0465609941738725	0.578444056540221
"Transcript_73353.0"	0.159590211346245	0	0.31918042269249	Inf	Inf	0.0192394870097197	0.411952104390899
"Transcript_73382.0"	0.186188579903952	0	0.372377159807905	Inf	Inf	0.0202872303103532	0.411952104390899
"Transcript_73388.0"	0.319841939677791	0.639683879355583	0	0	-Inf	0.0332529815279864	0.509594985225696
"Transcript_73389.0"	0.175702454214845	0.35140490842969	0	0	-Inf	0.0142117438785302	0.368838189042873
"Transcript_73421.0"	0.282254456262432	0	0.564508912524864	Inf	Inf	0.00887266455411204	0.323154692393743
"Transcript_73438.0"	0.221942262451237	0.443884524902474	0	0	-Inf	0.0114461273208306	0.368838189042873
"Transcript_73443.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_73454.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_73464.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_73566.0"	0.599730947166867	0	1.19946189433373	Inf	Inf	0.0432001215908336	0.562830930517125
"Transcript_73578.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_73590.0"	0.227732272453503	0	0.455464544907007	Inf	Inf	0.00409180238598936	0.215320019122768
"Transcript_73623.0"	0.202914198246438	0.352631659377461	0.0531967371154149	0.150856384277376	-2.72875234192008	0.0135019805858236	0.368838189042873
"Transcript_73646.0"	0.398721672887213	0.0897101775738919	0.707733168200535	7.88910675845663	2.97986196080944	0.0151879340055375	0.389004942566656
"Transcript_73708.0"	0.280929009568918	0	0.561858019137837	Inf	Inf	0.000870233537848948	0.110623484233496
"Transcript_73715.0"	0.449688942254385	0.8495937234656	0.0497841610431695	0.0585976092668076	-4.09301438467123	0.0266938082491017	0.434893119547916
"Transcript_73731.0"	0.316381874219338	0.582979587395507	0.0497841610431695	0.0853960620912696	-3.5496866460693	0.0135019803191236	0.368838189042873
"Transcript_73761.0"	0.345609313494063	0.691218626988126	0	0	-Inf	1.57986976902802e-05	0.0682180272438673
"Transcript_73789.0"	0.336299360206436	0.672598720412872	0	0	-Inf	0.000187418553279532	0.0682180272438673
"Transcript_73822.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_73841.0"	0.272369179782023	0.544738359564047	0	0	-Inf	0.000187418556607638	0.0682180272438673
"Transcript_73874.0"	0.243200496632897	0.380007519034965	0.10639347423083	0.279977287031103	-1.83661830063388	0.0447101981354244	0.573076782204851
"Transcript_73896.0"	0.360400562437044	0	0.720801124874088	Inf	Inf	0.0209899251983215	0.411952104390899
"Transcript_73936.0"	0.334810124095955	0.563226773961079	0.10639347423083	0.188899887486851	-2.40430625246341	0.00225165713597639	0.162501984904016
"Transcript_73963.0"	0.23179235837718	0	0.463584716754359	Inf	Inf	0.00409180238438239	0.215320019122768
"Transcript_73976.0"	0.483049972037426	0	0.966099944074852	Inf	Inf	0.0126628935078735	0.368838189042873
"Transcript_74019.0"	0.170799204340127	0	0.341598408680255	Inf	Inf	0.0192394869896899	0.411952104390899
"Transcript_74058.0"	0.35304445437814	0.652892171640865	0.0531967371154149	0.0814785954344032	-3.61743507909889	0.0262639815928614	0.431260462310599
"Transcript_74077.0"	0.42994956414734	0.0320574235797692	0.827841704714911	25.8237129585593	4.6906245425421	0.0130131010737613	0.368838189042873
"Transcript_74098.0"	0.240311756202254	0.480623512404508	0	0	-Inf	0.000645517829085311	0.100876363497368
"Transcript_74118.0"	0.301117233103257	0.161715245291351	0.440519220915163	2.72404262270704	1.44574927717047	0.0217301052770457	0.4127804372343
"Transcript_74161.0"	0.178465348913593	0	0.356930697827186	Inf	Inf	0.0417189050004446	0.554443026792109
"Transcript_74183.0"	0.752241037587947	1.50448207517589	0	0	-Inf	0.0338674020525111	0.517117638113928
"Transcript_74203.0"	0.31390111355664	0.0320574235797692	0.59574480353351	18.5836769461871	4.21596407492885	0.0110380427487933	0.365296710953196
"Transcript_74227.0"	4.40706896664797	8.81413793329593	0	0	-Inf	0.0159310336613606	0.404593278530592
"Transcript_74247.0"	0.341598408680255	0	0.68319681736051	Inf	Inf	0.000185078930847885	0.0682180272438673
"Transcript_74253.0"	0.472148940173693	0	0.944297880347386	Inf	Inf	0.00543957799959197	0.264666487882852
"Transcript_74366.0"	0.370882232482464	0.741764464964928	0	0	-Inf	0.0149580185428286	0.383787129004747
"Transcript_74387.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_74517.0"	0.193984996825589	0	0.387969993651179	Inf	Inf	0.00887266469248222	0.323154692393743
"Transcript_74545.0"	0.347823574331541	0.695647148663082	0	0	-Inf	0.00222332975107	0.161451767950979
"Transcript_74547.0"	0.382283969360792	0	0.764567938721584	Inf	Inf	0.00112042728564161	0.128111452017329
"Transcript_74574.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_74646.0"	0.308795574908	0.093337033950304	0.524254115865696	5.61678568171373	2.48974475541294	0.0356923083707588	0.529797538866541
"Transcript_74747.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_74753.0"	0.139576842186696	0.279153684373392	0	0	-Inf	0.0263751660019452	0.431260462310599
"Transcript_74804.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_74811.0"	0.451150912789506	0.902301825579012	0	0	-Inf	0.00754576221620313	0.314575828482099
"Transcript_74832.0"	0.176315829688731	0.352631659377461	0	0	-Inf	0.00222332986479029	0.161451767950979
"Transcript_74836.0"	0.231990712570369	0.463981425140738	0	0	-Inf	0.0022233298072001	0.161451767950979
"Transcript_74872.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_74917.0"	0.168403219183757	0.336806438367515	0	0	-Inf	0.026375165705538	0.431260462310599
"Transcript_74975.0"	0.367862328958334	0.735724657916669	0	0	-Inf	0.000813982757496607	0.110623484233496
"Transcript_75022.0"	0.190808002438099	0.381616004876197	0	0	-Inf	0.00765772110757828	0.314575828482099
"Transcript_75070.0"	3.63321148306586	6.69864977647176	0.56777318965995	0.0847593483173562	-3.56048369435974	0.0413765914769467	0.554443026792109
"Transcript_75071.0"	0.314172636237428	0.578561111431687	0.0497841610431695	0.0860482325194228	-3.53871063099736	0.0231550522449311	0.425617728026466
"Transcript_75093.0"	4.20389795729053	8.40779591458107	0	0	-Inf	0.0277352550804771	0.44361641120028
"Transcript_75095.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_75121.0"	0.315279296401541	0.630558592803082	0	0	-Inf	0.000822833563506535	0.110623484233496
"Transcript_75130.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_75135.0"	0.48564360584117	0.97128721168234	0	0	-Inf	0.0129796492314442	0.368838189042873
"Transcript_75166.0"	0.272711866819824	0.545423733639649	0	0	-Inf	0.00222332977588204	0.161451767950979
"Transcript_75298.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_75304.0"	0.367168426043923	0	0.734336852087845	Inf	Inf	0.00251764577807986	0.178618738362029
"Transcript_75342.0"	0.172829449422684	0	0.345658898845369	Inf	Inf	0.019239486918692	0.411952104390899
"Transcript_75366.0"	0.159590211346245	0	0.31918042269249	Inf	Inf	0.0192394870097197	0.411952104390899
"Transcript_75399.0"	0.363952040914893	0	0.727904081829786	Inf	Inf	0.00324949546134099	0.212164373438672
"Transcript_75410.0"	0.269720016575036	0	0.539440033150071	Inf	Inf	0.0248534872124424	0.431260462310599
"Transcript_75432.0"	0.289833352801278	0.104308647636067	0.475358057966489	4.55722577887323	2.18815584784704	0.0356923086776991	0.529797538866541
"Transcript_75433.0"	0.211920564152924	0.370644391190434	0.0531967371154149	0.143525002346745	-2.800626015689	0.0394412869675608	0.554443026792109
"Transcript_75495.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_75617.0"	0.539426462032845	0	1.07885292406569	Inf	Inf	0.0199336500185131	0.411952104390899
"Transcript_75652.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_75683.0"	0.149352483129508	0	0.298704966259017	Inf	Inf	0.0192394870462687	0.411952104390899
"Transcript_75685.0"	0.330697227602783	0.0641148471595384	0.597279608046028	9.31577683652281	3.21967607957689	0.0194557337808673	0.411952104390899
"Transcript_75701.0"	0.685042816285112	0	1.37008563257022	Inf	Inf	0.0237823780978151	0.431260462310599
"Transcript_75730.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_75747.0"	0.182776003831707	0	0.365552007663414	Inf	Inf	0.00887266473698194	0.323154692393743
"Transcript_75763.0"	0.980846055080163	1.96169211016033	0	0	-Inf	0.0341259934208099	0.519576894374201
"Transcript_75794.0"	0.186188579903952	0	0.372377159807905	Inf	Inf	0.0202872303103532	0.411952104390899
"Transcript_75848.0"	0.186885486456554	0.320574235797692	0.0531967371154149	0.165942022705113	-2.59124881817015	0.0231550527525988	0.425617728026466
"Transcript_75880.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_75945.0"	0.288369494688276	0	0.576738989376553	Inf	Inf	0.00188701446866018	0.161451767950979
"Transcript_75953.0"	0.377482070338707	0.754964140677413	0	0	-Inf	0.00116204451084077	0.128111452017329
"Transcript_75990.0"	0.517950042479141	1.03590008495828	0	0	-Inf	0.0215105646889845	0.4127804372343
"Transcript_76011.0"	0.367862328958334	0.735724657916669	0	0	-Inf	0.000813982757496607	0.110623484233496
"Transcript_76026.0"	0.312137789651117	0.524707257215894	0.0995683220863389	0.189759757878422	-2.39775402067824	0.0103608243398023	0.363136981355465
"Transcript_76030.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_76043.0"	0.375664484627096	0.751328969254192	0	0	-Inf	0.00103456473576393	0.128111452017329
"Transcript_76166.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_76179.0"	0.159590211346245	0	0.31918042269249	Inf	Inf	0.0192394870097197	0.411952104390899
"Transcript_76220.0"	0.100734914015558	0.201469828031117	0	0	-Inf	0.0489489107775676	0.578444056540221
"Transcript_76226.0"	0.609321165881999	1.218642331764	0	0	-Inf	0.0212718826099018	0.4127804372343
"Transcript_76279.0"	0.46545690055529	0.870244401999243	0.0606693991113367	0.0697153569410602	-3.84237970093596	0.0386976824709841	0.554443026792109
"Transcript_76302.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_76306.0"	0.192344541478615	0.384689082957231	0	0	-Inf	0.0232543921264072	0.425617728026466
"Transcript_76323.0"	0.537719971876004	0	1.07543994375201	Inf	Inf	0.0196317439460253	0.411952104390899
"Transcript_76356.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_76386.0"	0.177657139723339	0	0.355314279446677	Inf	Inf	0.00887266472727334	0.323154692393743
"Transcript_76405.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_76431.0"	0.279272605019407	0.558545210038814	0	0	-Inf	0.000100986835746235	0.0682180272438673
"Transcript_76445.0"	0.232399875012515	0.0411827101322704	0.423617039892759	10.286283698479	3.36264994415747	0.0423387001841752	0.554443026792109
"Transcript_76446.0"	0.275032373169109	0.550064746338218	0	0	-Inf	0.00222332977919894	0.161451767950979
"Transcript_76460.0"	0.137354980871578	0.274709961743156	0	0	-Inf	0.014211744082816	0.368838189042873
"Transcript_76539.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_76540.0"	0.162014524386093	0.324029048772186	0	0	-Inf	0.0142117439289985	0.368838189042873
"Transcript_76555.0"	0.294217395771389	0.104308647636067	0.48412614390671	4.64128482995798	2.21452423665025	0.0356923085520179	0.529797538866541
"Transcript_76596.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_76599.0"	0.126166690644046	0	0.252333381288093	Inf	Inf	0.0417189054472029	0.554443026792109
"Transcript_76600.0"	0.504069584879977	0.0411827101322704	0.966956459627683	23.4796703889088	4.55334025071077	0.0237775396923499	0.431260462310599
"Transcript_76616.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_76618.0"	0.512609094571931	0.972021452028448	0.0531967371154149	0.0547279455658125	-4.19157848959046	0.0485803680641025	0.578444056540221
"Transcript_76633.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_76637.0"	0.330389415686372	0	0.660778831372745	Inf	Inf	0.000185078931241285	0.0682180272438673
"Transcript_76647.0"	0.384274708254545	0.0961722707393076	0.672377145769783	6.99138265740218	2.80557779976627	0.038740382674131	0.554443026792109
"Transcript_76667.0"	0.275923162730425	0.491176926349514	0.0606693991113367	0.123518422500501	-3.01720186224351	0.0394412868513723	0.554443026792109
"Transcript_76699.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_76700.0"	0.215157757859868	0.430315515719737	0	0	-Inf	0.00119799793677213	0.128111452017329
"Transcript_76726.0"	0.176315829688731	0.352631659377461	0	0	-Inf	0.00222332986479029	0.161451767950979
"Transcript_76770.0"	0.129579266716292	0	0.259158533432584	Inf	Inf	0.0417189054602871	0.554443026792109
"Transcript_76776.0"	0.58647372193666	1.17294744387332	0	0	-Inf	0.0192033484452963	0.411952104390899
"Transcript_76789.0"	0.368164600361399	0	0.736329200722798	Inf	Inf	0.000826025501143698	0.110623484233496
"Transcript_76801.0"	0.38845368402447	0.776907368048939	0	0	-Inf	0.00209897904549106	0.161451767950979
"Transcript_76841.0"	0.281544342543785	0	0.563088685087571	Inf	Inf	0.00188701447362387	0.161451767950979
"Transcript_76873.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_76893.0"	0.284145036388402	0.568290072776805	0	0	-Inf	0.000645517817143842	0.100876363497368
"Transcript_76933.0"	0.532593169487416	1.06518633897483	0	0	-Inf	0.0163274016721254	0.411952104390899
"Transcript_76944.0"	0.433770328694231	0.867540657388461	0	0	-Inf	0.0326831438343436	0.502570872469221
"Transcript_76947.0"	0.447959706034521	0	0.895919412069042	Inf	Inf	0.0146721303300711	0.377941178726518
"Transcript_76971.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_76980.0"	0.235172757572861	0	0.470345515145723	Inf	Inf	0.00887266460605726	0.323154692393743
"Transcript_77000.0"	0.210021882240845	0	0.42004376448169	Inf	Inf	0.0040918024110813	0.215320019122768
"Transcript_77017.0"	0.32355984061073	0.647119681221461	0	0	-Inf	0.00222332975929464	0.161451767950979
"Transcript_77076.0"	0.410906613048122	0.71883232793766	0.102980898158584	0.143261361733741	-2.80327853449562	0.034253553781142	0.520955794295344
"Transcript_77115.0"	0.168403219183757	0.336806438367515	0	0	-Inf	0.026375165705538	0.431260462310599
"Transcript_77128.0"	0.283283009577191	0	0.566566019154381	Inf	Inf	0.000870233537557691	0.110623484233496
"Transcript_77264.0"	0.159590211346245	0	0.31918042269249	Inf	Inf	0.0192394870097197	0.411952104390899
"Transcript_77320.0"	0.271750059536874	0	0.543500119073748	Inf	Inf	0.000870233541109433	0.110623484233496
"Transcript_7734.0"	120.473592873658	240.947185747317	0	0	-Inf	0.0381906082195016	0.554443026792109
"Transcript_77362.0"	0.251714397312344	0.450232057509274	0.0531967371154149	0.118154041295292	-3.08125911934652	0.0231550523872064	0.425617728026466
"Transcript_77375.0"	0.43260250734726	0	0.86520501469452	Inf	Inf	0.00361667164168666	0.215320019122768
"Transcript_77389.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_77519.0"	0.282916767192173	0.505164135273008	0.0606693991113367	0.120098389563125	-3.05771128926323	0.00782775892914627	0.314575828482099
"Transcript_77622.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_77624.0"	0.181069715795584	0	0.362139431591168	Inf	Inf	0.00887266473296033	0.323154692393743
"Transcript_77627.0"	0.189924910901913	0	0.379849821803826	Inf	Inf	0.00887266468857665	0.323154692393743
"Transcript_77661.0"	0.358636985863309	0	0.717273971726618	Inf	Inf	0.00155743319890278	0.15817799015962
"Transcript_77667.0"	0.209374372389414	0	0.418748744778829	Inf	Inf	0.0040918024025232	0.215320019122768
"Transcript_77678.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_77702.0"	0.34066366592969	0.161715245291351	0.519612086568029	3.21312987920144	1.6839792977383	0.0055593171636873	0.264666487882852
"Transcript_77723.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_77758.0"	0.377989148499785	0.75597829699957	0	0	-Inf	0.0205187521291995	0.411952104390899
"Transcript_77760.0"	0.294066865689789	0.0897101775738919	0.498423553805685	5.55593096887081	2.47402867428575	0.0110380427561913	0.365296710953196
"Transcript_77810.0"	0.140464504784459	0	0.280929009568918	Inf	Inf	0.0417189053497756	0.554443026792109
"Transcript_77844.0"	0.235968721794385	0.47193744358877	0	0	-Inf	0.0142117436760595	0.368838189042873
"Transcript_77848.0"	0.623639252041249	1.2472785040825	0	0	-Inf	0.0225169308494676	0.423607441939166
"Transcript_77872.0"	0.270691281352182	0	0.541382562704364	Inf	Inf	0.000870233540829077	0.110623484233496
"Transcript_77883.0"	0.682862123195587	0	1.36572424639117	Inf	Inf	0.0409871009314518	0.554443026792109
"Transcript_77906.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_77910.0"	0.334476826816347	0.569385331546355	0.0995683220863389	0.174869840457477	-2.51564660365157	0.0103608243410843	0.363136981355465
"Transcript_77923.0"	0.311211107953161	0.622422215906322	0	0	-Inf	0.00360480932636025	0.215320019122768
"Transcript_77955.0"	0.258681249953272	0.517362499906543	0	0	-Inf	0.000187418557735555	0.0682180272438673
"Transcript_77961.0"	0.509119877497977	1.01823975499595	0	0	-Inf	0.0113590360744847	0.368838189042873
"Transcript_78008.0"	0.340778056719198	0.0842117473978028	0.597344366040593	7.0933614905155	2.82646947181167	0.0104703582000983	0.363282376066101
"Transcript_78036.0"	0.263553681322267	0.527107362644535	0	0	-Inf	0.00119799791382608	0.128111452017329
"Transcript_78057.0"	0.289797634149243	0.529811107255317	0.0497841610431695	0.0939658688944368	-3.41171936615984	0.0135019802953425	0.368838189042873
"Transcript_78069.0"	0.353251453246119	0	0.706502906492238	Inf	Inf	0.0340433145700463	0.518452785975534
"Transcript_78132.0"	0.501160181937797	0.161715245291351	0.840605118584244	5.1980573449942	2.37797254971669	0.0477652145530659	0.578444056540221
"Transcript_78185.0"	0.312599085280765	0.0411827101322704	0.584015460429259	14.181083725513	3.82589588315454	0.0110380427449664	0.365296710953196
"Transcript_78197.0"	0.407228405648216	0.0897101775738919	0.72474663372254	8.07875598201314	3.0141331547647	0.0387613006553137	0.554443026792109
"Transcript_78266.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_78311.0"	0.402939656062233	0.805879312124466	0	0	-Inf	0.0339570328163103	0.518081238505966
"Transcript_78338.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_78340.0"	3.491630782242	6.983261564484	0	0	-Inf	0.0222812995904646	0.420795590912151
"Transcript_78350.0"	0.131285554752415	0	0.262571109504829	Inf	Inf	0.0417189054593283	0.554443026792109
"Transcript_78353.0"	0.36365541225074	0.0823654202645409	0.644945404236939	7.83029337027002	2.96906636063317	0.0203149390720492	0.411952104390899
"Transcript_78362.0"	0.350790014707346	0.640910630303354	0.0606693991113367	0.0946612464246705	-3.40108227130238	0.000304149182614469	0.0839944923898915
"Transcript_78367.0"	0.118985487120561	0.237970974241121	0	0	-Inf	0.0489489104052572	0.578444056540221
"Transcript_78413.0"	0.268013728538913	0	0.536027457077826	Inf	Inf	0.000870233542486529	0.110623484233496
"Transcript_78432.0"	0.330912198397721	0.661824396795442	0	0	-Inf	0.000100986834091633	0.0682180272438673
"Transcript_78472.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_78498.0"	0.176315829688731	0.352631659377461	0	0	-Inf	0.00222332986479029	0.161451767950979
"Transcript_78499.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_78506.0"	0.332452241886931	0	0.664904483773861	Inf	Inf	8.53527598745637e-05	0.0682180272438673
"Transcript_78522.0"	0.278376193273596	0.503555649431776	0.0531967371154149	0.105642220825927	-3.24274155940873	0.0025935106288051	0.17986379920086
"Transcript_78533.0"	0.153297670960504	0.306595341921007	0	0	-Inf	0.0489489099124908	0.578444056540221
"Transcript_78576.0"	0.194018825209959	0.388037650419918	0	0	-Inf	0.0489489095445644	0.578444056540221
"Transcript_78577.0"	0.252582067636504	0.505164135273008	0	0	-Inf	0.0247496299303821	0.431260462310599
"Transcript_78582.0"	0.322144502939909	0.0823654202645409	0.561923585615277	6.82232402639959	2.7702632774049	0.0104703581417804	0.363282376066101
"Transcript_78636.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_78640.0"	0.202914198246438	0.352631659377461	0.0531967371154149	0.150856384277376	-2.72875234192008	0.0135019805858236	0.368838189042873
"Transcript_78641.0"	0.215140746349213	0	0.430281492698427	Inf	Inf	0.00409180240069905	0.215320019122768
"Transcript_78642.0"	0.3570205674828	0	0.7140411349656	Inf	Inf	9.22766118065173e-05	0.0682180272438673
"Transcript_78647.0"	0.160287117898846	0.320574235797692	0	0	-Inf	0.00412621380626716	0.215320019122768
"Transcript_78651.0"	0.334466068618078	0.104308647636067	0.564623489600089	5.41300747729048	2.43643038092942	0.0194557338243205	0.411952104390899
"Transcript_78705.0"	0.319284902975497	0.517231007728321	0.121338798222673	0.234593047225829	-2.09176783890141	0.0170086442293182	0.411952104390899
"Transcript_78743.0"	0.394331336210367	0.702809816859379	0.0858528555613544	0.122156596993767	-3.03319631729778	0.0170154159499782	0.411952104390899
"Transcript_78747.0"	0.377989148499785	0.75597829699957	0	0	-Inf	0.0205187521291995	0.411952104390899
"Transcript_78767.0"	0.345919101586808	0.691838203173616	0	0	-Inf	0.0109147711287458	0.365296710953196
"Transcript_78770.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_78806.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_78827.0"	0.246326367796521	0.0411827101322704	0.451470025460771	10.9626108629262	3.45451952734849	0.0110380429934952	0.365296710953196
"Transcript_78837.0"	0.244810972074961	0.436425207034507	0.0531967371154149	0.121891990329534	-3.03632476705488	0.0394412870577893	0.554443026792109
"Transcript_78858.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_78879.0"	0.512792256152653	1.02558451230531	0	0	-Inf	0.0125955524387285	0.368838189042873
"Transcript_78883.0"	0.27581014546055	0	0.5516202909211	Inf	Inf	0.000870233539990219	0.110623484233496
"Transcript_78887.0"	0.18821862286579	0	0.376437245731581	Inf	Inf	0.00887266471099247	0.323154692393743
"Transcript_78890.0"	0.3362751719449	0.586697488328446	0.0858528555613544	0.146332406852392	-2.7726787900189	0.0394412867661327	0.554443026792109
"Transcript_78897.0"	0.128229694319077	0.256459388638154	0	0	-Inf	0.0142117441530802	0.368838189042873
"Transcript_78924.0"	0.415475071112187	0	0.830950142224373	Inf	Inf	0.00418746677218811	0.218321999807622
"Transcript_78927.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_78933.0"	0.574348567527995	0.0897101775738919	1.0589869574821	11.8045352948927	3.56126934348908	0.0392768022223755	0.554443026792109
"Transcript_78986.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_79004.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_79020.0"	0.372087308052352	0.744174616104703	0	0	-Inf	0.0161716059913931	0.409191906005017
"Transcript_79033.0"	0.204659612876173	0	0.409319225752347	Inf	Inf	0.00887266466954436	0.323154692393743
"Transcript_79048.0"	0.159590211346245	0	0.31918042269249	Inf	Inf	0.0192394870097197	0.411952104390899
"Transcript_79055.0"	0.144258406108961	0.288516812217923	0	0	-Inf	0.00765772126290295	0.314575828482099
"Transcript_79057.0"	0.205073646933965	0.0411827101322704	0.368964583735659	8.95921085694993	3.16337166276238	0.0423387005716595	0.554443026792109
"Transcript_79100.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_79129.0"	0.299250584611656	0.598501169223312	0	0	-Inf	0.0129047144309116	0.368838189042873
