Name	heart1	spleen1	lung1	colon1	liver1	kidney1	skeletal_muscle_tissue1	brain1	testis1	brain2	kidney2	colon2	liver2	lung2	skeletal_muscle_tissue2	spleen2	testis2	brain3	colon3	heart3	kidney3	liver3	lung3	skeletal_muscle_tissue3	spleen3	testis3
MGI:2685871	3.295	143.475	958.464	47.671	9.946	404.104	7.506	54.715	10292.8	179.358	193.563	9.501	21.832	700.845	6.388	114.57	6493.52	23.3	3.112	1.193	51.545	0.003	1515.46	5.241	53.433	3180.12
MGI:3779227	3.632	8.374	0	0	3.009	0	0	11.463	12.283	0	0	3.268	4.606	0	5.967	11.4	0	2.075	0	0	2.186	0	2.481	0	7.668	0
MGI:3757866	0.006	1.431	1.36	3.463	0	10.246	2.091	2.195	8.874	4.715	7.579	3.01	0.866	1.001	2.004	2.976	9.605	6.516	0.012	0	0.007	1.583	2.884	19.013	3.576	5.504
MGI:1913396	1023.66	8665.38	2246.86	3581.81	3806.39	4241.35	3402.32	5456.9	6687.35	5996.65	3840.59	1760.7	3593.89	2751.12	2936.17	5350.89	4946.87	2095.63	1367.49	552.673	1394.15	1696.31	7539.66	1208.55	7127.45	2743.37
MGI:1924461	8.735	85.524	45.288	92.581	5393.24	56.702	142.068	106.057	1768.84	121.804	42.491	30.15	3913.84	35.003	38.089	65.98	289.866	24.133	54.818	9.253	14.985	846.646	40.324	1.034	29.694	136.561
MGI:2443191	3285.61	3714.24	2701.97	2091.46	11.266	29243.3	933.429	9668.52	383.069	11303.5	25167.3	764.171	2719.7	3489.52	1423.01	2648.36	247.263	3698.9	477.724	1488.67	7272.76	1540.51	5469.44	712.232	2839.05	108.752
MGI:1347084	84.168	14892.2	695.834	636.344	3.015	278.592	164.133	339.778	631.715	482.503	369.992	634.864	439.322	925.733	116.34	18422.2	1072.92	182.828	485.425	107.133	83.938	104.308	2467.96	29.002	19243.8	156.51
MGI:3795847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:96622	432.443	1578.28	391.176	1278.52	3.142	1222.07	694.336	1230.29	1335.77	1878.63	1248.87	631.465	991.762	591.795	634.294	1462.23	1023.84	697.355	414.388	215.288	365.17	409.665	976.156	218.399	2032.41	547.918
MGI:2180216	2.012	107.773	12.047	102.904	3.222	2.099	2.074	6426.18	44.377	8017.89	1.03	26.023	16.805	14.024	16.385	150.225	26.437	3671.94	22.467	1.004	2.032	17.817	69.452	4.008	166.344	34.139
MGI:2685410	4.015	1	1704.6	4.001	7.915	0	1	102.157	888.4	266.086	1.02	0	0	1468.01	2	1	452.051	41.011	0	4.001	0	12.001	2251.88	0.967	0.029	141.447
MGI:96604	1231.62	1936.95	1731.6	1008.95	1342.2	888.977	944.216	200.906	169.746	373.262	1000.82	687.089	1873.66	2045.33	774.467	1620.28	166.164	87.933	489.953	661.382	254.966	690.499	6367.35	373.836	1910.57	78.138
MGI:1919461	0	4.036	0	0.912	4.677	0	0	2.014	843.529	2.531	0	1.062	0	3.015	0	1.014	658.845	0	0	0	3.028	0	0	0	2.006	308.835
MGI:2444557	1423.92	10935.4	3528.43	5296.81	11.029	4913.79	1864.56	4085.71	2438.11	5197.67	4241.85	1882.96	3086.16	3827.52	1805.44	9446.68	2090.34	1617.1	1037.63	595.74	1076.86	859.74	8817.86	527.216	9041.2	654.108
MGI:1915278	267.911	2903.73	363.579	1263.28	0	496.688	498.016	847.879	481.835	448.672	294.048	526.74	337.865	513.285	304.152	766.985	322.915	264.461	568.562	323.815	100.777	186.274	656.134	133.385	1250.45	294.847
MGI:1923902	0	6	1	2	1.041	4	0	49	2835.05	45	9	9	1	0	12	3	3180	21	6	1	11	0	1	0	6	1388
MGI:1913704	404.234	671.257	157.346	1174.11	1052.38	1423.81	1862.36	283.229	1300.59	465.939	1339.43	762.385	1352.84	247.309	1456.73	490.66	921.263	146.788	410.006	232.375	463.851	469.489	688.095	521.706	675.117	508.569
MGI:3040706	106.61	775.029	268.823	379.454	172.793	350.815	232.829	962.128	463.706	1059.73	366.818	122.224	172.143	308.686	286.743	690.718	369.652	135.276	43.726	50.839	47.384	40.346	450.845	43.529	739.39	118.048
MGI:2180699	426.757	5523.58	1387.12	15856.3	4.01	6683.69	1338.11	6471.16	7821.68	7021.44	5143.91	6640.07	4779.98	1994.98	988.002	7269.66	7055.87	2798.72	2487.85	330.244	2063.7	1729.1	5228.48	241.121	7807.75	3128.1
MGI:1931415	409.642	2446.56	850.332	1554.43	10.126	1576.93	1059.09	1148.5	1372.11	1215.01	1606.73	489.239	670.419	958.277	901.157	2328.04	1052.5	369.883	293.49	257.686	439.154	221.558	2141.66	167.021	2984.87	426.106
MGI:3702532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:5434061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3648283	0	0	0	0	0	3	0	0	26.001	0	0	0	0	0	0	0	37.802	0	0	0	0	0	0	0	0	140.501
MGI:1859617	109.837	1486.87	247.607	267.397	97.887	310.777	297.727	1775.77	375.774	2169.31	376.736	129	212.125	319.382	366.518	1788.62	470.958	707.592	95.468	45	90.353	63.448	814.161	78.573	1451.8	125.99
MGI:1927664	1339.3	6349.75	2057.61	2422.17	3	5076.85	4628.02	5891.72	9918.05	7659.98	3997.92	1315	2845	1789.03	3083.29	6936.01	5868	2727.88	1073.35	903.222	1859.57	1335.08	8893.76	1395.72	7303.15	3386.69
MGI:3650433	4	74	12	46	0	21	17	20	23	52	34	66	43	15	32	52	56	11	31	1	5	5	20	11	38	16
MGI:2443864	2.051	13.376	59.518	1032.2	4.552	1273.82	0	6.244	132.101	43.961	882.749	430.522	6.52	60.845	4.702	8.063	40.107	2.164	89.481	0	1.017	0.006	26.256	0	2.095	3.506
MGI:2444651	0	81	6	40	0	18	2	244	4	105	9	17	16	2	2	70	12	19	31	1	8	15	9	1	134	0
MGI:2157767	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
MGI:109299	1296.26	2585.9	1060.13	2004.78	0	2810.52	2687.89	2182.42	2178.7	2260.79	2349.51	1077.28	1004.45	971.687	1630.76	2014.13	1290.56	1117.29	828.752	616.545	1039.79	562.078	3630.36	904.806	3442.34	1023.81
MGI:107684	2070.71	1195.79	2991.08	5234.33	73.366	2976.16	1462.96	9558.77	7006.47	13459.2	1902.18	1089.95	1848.41	2625.75	1331.92	896.304	4608.43	4998.82	909.475	796.825	596.029	346.631	9910.39	615.312	1021.31	2004.45
MGI:1919134	0.004	22.728	3.123	2.305	2.006	5.499	4.222	16.347	1032.75	21.404	1.028	2.049	0.069	5.165	2.859	4.72	747.869	7.517	3.044	2.111	2.034	0.004	43.707	5.248	29.177	329.319
MGI:99260	449.079	2021.14	4065.41	3678.58	2.062	3021.47	531.757	3931.26	1611.71	3952.95	2241.95	873.444	910.715	3707.14	395.857	1502.25	1418.39	1761.03	660.874	226.396	728.97	361.188	10194.2	130.157	1755.95	398.33
MGI:102756	0	3.187	0	512.056	0	0	0	0	283.992	0	0	64712.6	0	0	1	57.352	115.965	0	81903.7	0	0	0	0	0	1052.57	90.556
MGI:1919124	0	0	1690	518	1	112	0	5	2.058	2	200	274	2	1640	0	0	0	1	173	0	55	1	6169	0	0	2.088
MGI:2143230	2061.33	1352.28	2154.3	2658.11	232.269	3847.12	3208.77	8132.8	559.844	15009.7	3245.21	1032.05	618.084	2753.82	3700.14	2216.86	633.044	2698.34	914.628	1179.65	1589.91	185.218	15615.4	1551.85	1737.33	139.762
MGI:106203	502.245	4272.66	1718.42	4912.76	1	2926.12	562.217	4420.24	1344.12	6016.18	1961.21	1334.12	627.085	2415.5	858.344	4970.88	1102.91	2317.31	797.43	304.026	556.583	321.359	4298.74	268.557	4112.94	381.802
MGI:105937	27.941	90.198	49.072	62.982	281.759	155.978	8.239	35.39	116.349	66.576	236.333	111.51	24333.1	48.109	13.174	26.661	67.765	14.979	140.842	11.371	178.84	15882.9	68.952	6.877	58.64	28.15
MGI:1861453	741.197	3721.14	1142.41	2272.07	185.355	2215.87	1152.38	955.021	5417.44	1029.22	1639.68	563.448	875.544	842.867	818.108	2703.78	3010.92	323.872	575.069	329.905	659.819	392.722	2201.09	283.91	4249.47	2583.76
MGI:96611	192.921	16745.7	3815.74	1395.46	2.052	411.161	232.771	163.384	137.975	223.281	377.086	818.125	389.797	2638.27	133.009	20246.8	86.744	95.105	796.532	271.753	150.823	127.536	9924.58	43.889	22750.8	38.468
MGI:1921850	528.201	1274.67	271.402	1351.76	716.486	815.859	973.347	751.47	2042.35	603.509	667.311	542.271	412.541	299.341	621.184	656.556	1336	271.353	427.444	281.438	239.278	247.123	535.848	387.218	709.637	1265.5
MGI:3030669	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1916672	73.075	556.276	46.111	159.099	20.655	102.67	27.073	14610.5	6589.8	19349	213.034	67.128	2.244	39.244	97.105	1110.62	4849.65	7812.71	61.42	21.765	27.497	3.092	89.023	20.03	334.868	2490.85
MGI:1928948	271.036	1349.41	251.042	7358.02	913.508	2840.27	305.229	21331.6	349.365	28282.4	5342.36	6092.05	2078.11	269.14	296.354	1538.06	400.19	10115.1	2248.24	210.123	1098.19	861.518	1237.78	57.833	1894.16	116.363
MGI:1914963	3327.77	4425.77	1338.79	3894.86	2822.66	6215.48	12886.8	3511.97	7694.76	2724.4	3283.32	1022.54	1785.5	1173.97	9660.38	2721.44	7015.86	1217.97	1187.01	1521.61	2447.56	1117.13	3130.61	3327.75	4164.18	3383.17
MGI:1923545	822.254	11245.3	2195.82	10777.4	19.216	4405.31	1636.99	7497.44	5727.53	7052.15	3489.22	2502.62	1849.04	1877.11	1393.46	6725.88	3594.66	2868.19	1647.25	376.328	1110.45	1075.98	4713.74	408.099	8919.64	1474.61
MGI:1261791	38.173	42.825	89.522	130.54	49.755	30.117	85.545	13587.1	150.888	24090.5	58.243	98.215	178.743	109.324	52.432	17.65	143.515	7507.06	31.7	14.312	20.785	16.273	92.223	15.203	17.146	49.593
MGI:99427	616.57	4860.51	1868.34	482.589	65.5	1439.13	4133.06	5351.86	1466.01	7582.07	1802.07	309.633	314.262	2666.05	5447.76	4166.06	1697.89	2526.72	250.176	468.953	480.653	85.18	8383.05	1507.24	7267.4	360.713
MGI:1917715	676.942	4624.11	955.997	2561.8	1	1944.79	2086.23	3140.65	3258.64	3436.73	2042.05	925.206	1928.45	1355.94	1735.53	4750.45	3352.68	1331.57	811.438	399.579	592.352	750.471	2453.19	523.986	4594.17	1108.3
MGI:2150386	1350.96	8955.8	1707.1	4110.62	4334.3	4221.15	4434.15	3774.16	18496.9	3227.43	3878.71	1609.28	2725.45	2004.36	3961.79	5130.44	7310.52	1276.32	1043.09	526.341	1015.55	1273.54	3918.14	875.394	7306.47	6351.7
MGI:1891708	24.895	300.987	52.127	39.399	22.193	49.449	48.003	18.339	22.413	42.877	62.438	30.852	45.283	54.015	42.917	107.959	18.489	15.737	24.979	31.519	8.165	15.125	248.288	0	167.034	10.754
MGI:1860517	0	0	0	9970.78	67958.9	43.026	5.016	1.411	3.252	1.28	39.149	4871.96	106234	12	0	0	0	0	2812.95	0	21.043	26995.4	0	0	1.017	0
MGI:1354740	5345.35	115.553	168.988	291.992	3	28.681	37599.9	272.845	95.139	69	70.962	148.352	5.103	149	27029	122.526	58.85	33.281	220.711	2448.18	27.126	4.217	569.265	8665.93	147.215	49.411
MGI:103223	320.187	2329.91	628.422	1181.8	3.892	1308.72	433.41	2433.98	4485.28	3100.92	1601.99	598.23	849.005	1105.58	487.286	2470.18	5447.42	996.286	425.041	165.296	330.886	301.18	1978.4	116.507	2233.24	1961.47
MGI:1919289	1182.59	1789.72	801.768	1673.79	2747.61	16805.7	1916.5	1710.51	695.005	2378.48	8695.16	889.977	3000.36	629.863	1486.73	1416.86	611.809	733.247	619.958	756.187	5982.74	1331.32	1984.24	1144.24	1579.04	208.411
MGI:1920466	4	6	10	1	0	2	2	22	32	56	4	0	0	9	5	4	16	8	0	0	4	0	16	1	1	13
MGI:1927369	260.246	1482.2	625.419	620.931	404.041	798.694	415.638	1015.9	491.623	1453.58	768.086	212.066	387.067	706.636	403.001	1718.51	455.589	412.818	144.082	130.729	217.986	90.159	1650.63	87.038	1575.1	126.765
MGI:1913690	996.652	4675.28	1367.04	2195.51	1643.05	2360.65	1721.58	1682.99	1797.01	1892.72	2489.12	1089.04	1702.53	1740.36	1439.2	3653.7	1529.7	696.605	617.171	424.053	343.309	457.81	2775.53	303.216	3075.47	622.368
MGI:1916649	1966.12	2684.7	983.689	1337.01	475.116	1154.34	8252.29	6644.38	2529.02	8573.8	851.174	790.955	467.436	1288.48	10435.7	2524.5	2713.94	2920.53	428.993	829.963	259.377	118.758	3971.12	2184.88	1921.47	1794.72
MGI:1913900	56.169	1.003	3.012	2.013	1.008	583.526	39.045	5.872	12.785	5.961	1398.96	2.055	1	0	42.044	0	1.011	3.008	2.45	34.065	334.154	1.146	0	27.16	3.01	4.108
MGI:1913505	22.349	239.115	27.41	44.05	204.094	213.001	207.494	109.279	1222.65	127.61	181.83	53.001	115.546	25.916	34.394	57.747	488.816	32.321	38.359	7.039	69.045	87.103	100.191	19.266	92.876	343.311
MGI:1098769	201.577	981.759	556.326	462.049	0	1097.12	359.219	2846.84	300.246	2592.81	794.471	182.001	396	538	346.657	763.195	229.121	861.115	131.849	118.273	185.615	114.079	1337.26	94.375	879.886	76.543
MGI:1339711	1	24.073	0.026	1.023	0	5	66178.9	100.607	231.625	57.287	1	2	0	0.009	164871	112.478	164.06	66.64	40.746	1.001	1.014	5.083	3.602	129760	41.76	64.266
MGI:104736	913.844	3963.74	1957.52	2345.53	10610.5	9915.12	1132.58	5891.35	4141.01	6799.22	8268.89	618.918	7534.94	2070.62	1165.13	2671.28	3016.25	2267.74	506.168	384.77	2447.95	2313.41	4551.7	457.374	4765.67	794.432
MGI:96783	10.793	42.899	9.078	9.791	14.112	12.193	13.533	63.368	1815.99	185.578	17.525	2.178	28.25	23.333	21.951	46.37	784.544	31.408	1.06	6.126	19.611	2.161	38.46	1.548	41.227	235.037
MGI:1858223	20.413	193.944	25.309	94.477	37.643	50.376	22.177	2868	2640.82	2425.6	43.403	34.02	12.401	62.187	41.931	133.205	1953.57	1016.63	21.725	8.827	29.385	13.17	102.39	45.87	130.164	716.208
MGI:2443264	10.857	202.553	475.899	79.11	26.561	59.257	22.839	9709.44	1165.63	10839.6	47.735	58.695	40.225	559.955	43.502	91.847	768.58	3619.15	21.191	1.66	6.485	24.583	1175.48	7.551	131.29	221.377
MGI:5434821	0	0	0	0	0	0	0	0	1770.22	0	0	0	0	0	0	0	59.8	0	0	0	0	0	0	0	0	17.427
MGI:2685601	0	0	150.968	0	0	7.786	0	39	2	60.999	2	0	0	264	0	0	0	13	0	1	6	0	248.929	0	7	0
MGI:1916950	11.881	23.964	9.023	53.323	5.313	6.293	564.825	147.07	8928.82	243.432	4.534	31.038	5.718	29.104	1478.95	71.319	2393.07	107.021	58.089	3.962	14.198	5.829	47.143	833.228	131.027	5080.23
MGI:2158394	436.478	2461.99	912.419	1647.71	1040.16	2693.72	1710.67	1699.09	11039.3	2076.85	1323.39	618.046	1633.27	668.076	903.159	1964.09	8382.1	920.566	547.17	266.932	1250.71	549.32	3630.55	614.315	3026.45	3114.37
MGI:3030654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1924903	35	67	183	14	8	57	24	16	131	20	76	8	5	159	25	32	80	5	5	30	11	4	331	7	76	38
MGI:2144501	145.211	408.64	220.927	588.66	196.143	886.004	662.115	2764.62	206.039	6270.3	784.685	269.239	215.669	274.069	709.548	564.941	178.057	2247.58	242.628	90.507	352.516	97.605	1302.07	256.594	643.321	61.251
MGI:1915066	1325.21	33.889	18.753	31.34	13.952	2	36635	117.656	4.855	290.99	12	53.534	29.461	38.282	28958.7	74.304	2.255	52.688	8.652	474.009	7.324	5.14	102.254	3392.66	28	2
MGI:3528744	231.211	939.949	257.697	207.991	200.812	424.916	367.496	12344.8	862.488	14488.5	262.068	85.818	138.931	434.523	178.277	473.182	468.348	4309.08	62.164	53.148	54.08	51.667	277.712	123.918	315.818	154.56
MGI:1918742	174.481	614.74	500.991	242.08	329.322	1435.06	743.325	2400.39	8190.6	2781.89	1310.75	127.995	308.295	483.203	799.231	493.99	3450.8	988.286	75.572	103.929	359.566	77.006	1103.45	159.422	425.631	2589.67
MGI:103258	11.269	333.463	27.849	164.867	10.566	181.146	105.329	176.937	21389.4	489.889	382.295	283.863	250.2	248.533	352.403	1877.19	11167.6	30.869	33.369	14.174	50.613	7.399	197.568	38.419	554.959	7213.8
MGI:3644231	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1339977	502.066	1824.76	989.951	722.604	166.031	13263.1	685.225	707.641	2606.67	613.015	9539	732.001	439	2615	747	3157	3313.04	120.598	204.883	160.163	1278.98	41.025	2048.02	142.268	881.25	431.372
MGI:1915223	373.418	2546.81	599.469	1131.04	731.957	1256.01	941.007	1104.31	1775.02	1169.49	1016.01	412.159	619.034	672.053	936.048	2065.15	1133.38	601.908	603.866	223.146	356.116	595.591	1809.79	400.146	3530.07	1601.55
MGI:108056	6300.77	10875.3	5325.7	6961.34	26.308	18144.4	7536.77	6574.37	3501.08	6523	15542.4	3477.11	10489.8	7322.59	7011.39	6363.07	3231.78	2469.53	2393.49	1999.31	4049.09	3712.95	16509.8	3470.55	8157.32	1042.35
MGI:97317	371.028	2463.05	621.004	1810	1751	927.89	3042	2438	1060.1	2545	1046	419	1734	941	1354	2015	785	1146	369	188	256	449.437	1634	747	3059	391.004
MGI:1097159	1543.38	1074.34	2537.15	5633.18	1402.12	6425.73	4653.14	9858.6	4703.11	7513.12	3429.57	2120.81	1737.66	1942	3845.86	821.409	2976.84	3740.26	1188.59	688.388	1788.98	610.926	7969.74	1099.46	1130.61	1344.35
MGI:2177957	1137.26	6387.78	1941.96	4437.09	4182.62	7831.36	3268.07	2501.58	6368.77	3156.46	2601.81	1563.03	5229.43	1497.31	1984.52	5578.73	4834.13	1513.2	1866.8	611.178	2839.23	1983.64	8527.84	1207.94	7877.7	1970
MGI:95516	68.298	163.325	204.945	56.679	871.659	56.053	264.925	215.979	708.916	248.765	210.471	37.727	42.035	368.181	258.777	508.055	1003.52	96.143	28.188	43.539	15.444	6.394	952.16	128.233	316.202	159.098
MGI:1861032	12.05	152.075	3.713	10.223	3.092	1.28	42.052	20.363	52.298	9.333	3.955	0	636.592	2.164	23.523	14.813	37.334	1.662	0	8	0	933.601	11.74	0	33.396	9.693
MGI:3031180	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	1
MGI:2384841	6079.48	1328.35	3770.01	17829.1	12537.3	133647	6817.57	3857.03	6200.08	2430.41	86437.4	4781.35	7938.67	2608.05	4365.1	835.712	3647.87	836.518	2167.69	2277.98	24122.5	3199.96	7683.56	2842.24	966.682	1987.81
MGI:101783	113.184	1537.81	220.875	1043.66	20	245.059	106.284	411.711	5852.33	328.904	190.192	218.06	57.064	170	75.138	1120.73	3700.17	132.161	200.619	56.002	67.06	20.083	622.275	42.036	3422.4	2075.67
MGI:2159467	0	0	0	0	0	0	0	0	2.23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:97770	524.078	779.529	1100.17	1618.05	8444.76	17284.8	911.019	1342.29	326.431	2110	14452	1011.06	22386	766.102	901.109	791	217.705	816.571	755.631	372.141	9273.6	7197.32	4187.75	306.807	990.578	96.01
MGI:3779821	0	0	0	0	0	0	0	0	121.492	0	0	4.736	0	0	0	0	1712.97	0	7.956	0	0	0	1	0	0	1139.24
MGI:2153589	481.693	2539.3	1206.38	816.255	11.085	820.742	911.499	4902.33	964.545	8693.69	668.318	390.421	485	973	923	2607.87	892.001	4389.99	438.968	362.147	365.599	186.09	6071.02	312.469	4273.82	358.611
MGI:107780	266.221	1790.49	642.208	1041.09	6.477	1692.43	614.561	1215.56	262.757	1403.95	1133.31	310	678	772	570	2261	241	385.04	118.528	133.208	310.187	202.089	1403.91	146	2082.99	63.932
MGI:1923492	125.496	1308.45	709.663	1502.8	262.815	1503.74	673.969	277.348	465.752	789.462	1371.77	869.067	301.636	857.461	712.395	1488.15	265.44	146.976	504.227	69.425	343.449	109.491	2649.94	254.772	1443.5	75.236
MGI:2681841	9.337	5.106	182.324	0	0	3.996	4	2.067	15.941	4.003	3	1	6	50.972	3	0	2	0	0	1	1.005	9	89.249	5.175	1	3.012
MGI:1913438	293	1231.01	648	1469	0	839.51	419.004	288.044	875.021	588	629	1148	498	1088	359	1052	1137	192.003	556	235	209	124	2475	116	1259.01	303.82
MGI:1921895	544.937	11729.3	3175.07	2949.97	355.259	754.403	277.099	210.881	44860.1	293.064	763.037	2013.69	964.025	3719.19	184.504	26184.8	48936.1	88.404	1168.9	717.751	184.738	218.623	5040.11	66.5	35946.5	14988.6
MGI:1335106	538.15	6447.43	1238.07	1643.85	19.968	3999.74	671.105	4010.9	2154.56	4075.47	3002.23	559.782	1405.04	1447.5	659.581	5321.13	1451.11	1320.99	467.5	231.273	935.95	567.934	2388.72	208.689	4774	687.758
MGI:2141402	13.537	120.669	8.108	9.311	1.618	20.946	7.37	2565.3	52.898	2964.62	56.664	3.246	1.127	4.053	17.996	77.147	25.777	1060.27	4.024	2.002	17.317	0.003	37.153	2.007	214.747	23.184
MGI:1338042	1.001	291.117	0	51.007	0.056	5.132	3.181	9696.17	442.634	11487.5	0	17	0	2.229	31	168.072	369.005	3763.77	13.056	1	3.001	6	18.081	2.072	475.594	85.426
MGI:1354380	0	0	0	0	0	0	0	7	2838	39	0	0	0	0	0	0	2899	5	0	0	2	0	0	0	0	1001
MGI:1920582	78.044	494.91	1011.64	1723.6	1672.14	1713.9	6098.47	1906.05	27349.9	3814.07	3096.36	1745.41	3482.75	1212.82	11083.7	1037.26	18693.6	792.076	138.126	60.649	249.686	263.713	1915.2	235.382	605.099	10266.7
MGI:2444287	569.04	630.136	225.447	131.255	224.972	870.167	239.195	273.523	7452.39	239.698	161.01	83.415	75.585	256.775	336.526	589.77	4598.87	176.488	73.782	470.187	151.423	212.899	482.533	219.901	876.833	2397.84
MGI:2685530	39	1158.99	551.726	138	6	62	37	72	731.439	61	68	183	13	360	23	1165	325	25	65	29	9	9	815	23.031	912	176.041
MGI:2176380	17.177	100.114	852.684	2151.61	0.015	550.307	16.524	92.128	154.733	130.936	1141.7	1252.94	90.584	756.74	45.634	107.642	146.747	62.173	696.441	10.02	479.842	30.116	3084.73	27.094	73.573	59.907
MGI:3040678	103.045	987.253	472.023	862.382	0	1786.11	532.397	338.545	3136.74	452.85	1673.33	217.04	1243.95	462.998	435.276	796.722	2335.28	132.073	144.046	51.011	370.274	1798.99	1086.05	111.005	860.43	748.495
MGI:2148929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3779572	0.162	9.787	0.047	0.048	64.272	9.296	3.54	0.143	84.468	10.063	1.417	1.714	7.962	3.325	1.796	17.262	21.999	1.49	1.428	0.713	0.02	0.071	15.824	0.091	0.146	34.974
MGI:1338947	50.085	9437.21	1707	9.104	70.362	41.121	54.13	32.083	4.68	24.184	23.078	3.047	39.166	2463.18	75.018	2051.72	2.012	15.057	1.001	23.039	9.043	12.043	2022.06	3.011	9087.05	0
MGI:88487	5.011	39.03	76.325	4.867	7.002	34.082	33.018	2.038	58.757	12.679	47.044	1	47.437	16.036	21.002	9.006	45.043	2.101	7.018	7.013	10.333	6.037	169.762	17.043	16.489	13.075
MGI:1924182	541.751	2403.58	1302.93	3009.52	880	4452.98	634.262	3848.1	919.999	5543.94	3594.73	1523.54	1306.4	1777.51	695.425	2634.15	695.032	1720.43	1000.11	352	1456.6	612.201	4375.27	238.802	2696.33	284
MGI:107935	616.33	1323.17	1131.95	3382.35	2345.02	2011.05	8196.88	3811.75	688.188	2513.16	1487	1072	2759	1079	6853	1645	571.219	893.094	821.352	301.007	565.5	708.054	2588.28	1980.85	1390.83	230.294
MGI:2389461	1206.72	9731.47	3537.29	2764.15	1838.18	3413.17	826.905	1474.41	2406.28	2857.89	4149.72	1849.44	2149.7	6706.79	1561.02	7404.22	2805.05	1018.59	1224.94	300.181	949.572	713.344	13027.7	856.549	7474.82	900.454
MGI:1915842	1581.62	6001.25	2157.58	2228.43	6.016	2924.82	1745.6	1764.86	2035.07	1972.5	2752.4	1647.25	2133.11	3054.87	1471.18	5002.44	1944.1	899.48	1166.42	735.397	1152.18	788.252	5622.41	610.702	6166.94	1001.65
MGI:3642905	0	0	0	22.279	0	0	0	0	0	7.354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3645972	0.008	2.209	0	1.173	15.097	9.493	0.923	5.968	19.163	13.109	0.987	1.008	0	3.038	2.271	1.095	13.559	3.036	2.419	1.069	1.413	2.015	2.081	0	3.739	10.692
MGI:1354709	614.918	2313.09	683.582	1991.8	1.24	2103.94	1586.88	1133.18	341.308	1146	1507.59	1512.01	1270	767.182	1116.12	1858.27	241	426.519	811.607	273.323	611.646	330.616	2974.82	359.97	1854.77	98.542
MGI:1917524	0	12.595	31.092	24.132	0	17.164	33.387	60.79	5.888	68.668	28.33	12.64	5.746	48.695	50.791	17.171	5.61	36.696	18.362	1	3.494	0	48.425	0	36.824	2
MGI:1914120	4988.02	24171.7	5510.35	13080.7	3.003	10254.6	15927.5	9674.67	9434.76	8225.95	6415.7	3759.21	5507.53	4259.73	10223.7	11922.4	5588.64	3943.64	6162.23	1941.18	3112.66	3190.07	13700.7	4948.41	26953.7	4778.41
MGI:3714359	1277.21	3158.61	1749.17	3177.74	3.425	2815.64	2928.51	3812.6	6235.69	3368.04	1860.27	1299.85	1237.9	1195.44	2153.79	2992.32	3045.34	1472.8	918.012	638.323	1089.14	502.165	4038.97	788.186	4182.87	2513.39
MGI:3782370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:88359	0	0	1	0	0	25	0	9065	0	2844	30	4	0	3	11	0	0	1183	5	0	0	4	2	1	0	0
MGI:109525	27.167	46.193	12.062	103.93	26.048	66.935	13.578	2013.31	46.843	2576.43	55.644	22.125	1.082	3.179	51.116	38.221	20.976	1271.04	34.191	8.344	10.159	2.233	67.508	6.049	48.017	18.427
MGI:1929651	762.881	8297.01	2095.35	2641.08	16.664	2558.54	983.19	2101.35	32266.7	2273.82	2297.4	814.18	1066.94	1454.47	658.48	6238.08	13196.6	1026.85	755.923	523.81	823.319	493.162	5561.65	223.527	8794.3	14369
MGI:5434259	0.007	0.007	0.012	0.003	0.001	0.009	0.001	0.002	16.111	2.002	0.06	0.006	0.017	0.009	0.014	0.005	0.017	0.005	0.001	0.015	0.014	0.007	0.005	0.011	0.003	3.409
